filename,ipBasedUrl,ageDomainName,nonMatchingDomain,nonModalDomain,useHTML,numATags,numDomains,numDots,useJavaScript,urlImage,numFormTags,phishing
Phishing462,1,0,1,0,1,2,2,4,0,0,0,1
Phishing463,0,0,1,0,1,1,2,4,0,0,0,1
Phishing464,0,0,1,0,1,1,3,4,0,1,0,1
Phishing465,1,0,1,0,1,2,3,4,0,0,0,1
Phishing466,0,0,1,0,1,12,5,4,0,1,0,1
Phishing467,1,0,1,0,1,12,3,4,0,1,0,1
Phishing468,1,0,1,0,1,2,3,4,0,0,0,1
Phishing469,0,0,0,0,1,2,1,2,0,0,0,1
Phishing470,0,0,0,0,1,1,0,0,0,0,0,1
Phishing471,0,0,1,0,1,4,4,6,0,1,0,1
Phishing472,1,0,1,0,1,2,4,4,0,0,0,1
Phishing473,0,0,1,0,1,13,4,4,0,1,0,1
Phishing474,0,0,1,0,1,1,3,4,0,1,0,1
Phishing475,1,0,1,0,1,2,4,4,0,0,0,1
Phishing476,1,0,1,0,1,2,4,4,0,0,0,1
Phishing477,0,0,0,0,1,1,0,0,0,1,0,1
Phishing478,0,0,1,0,1,13,4,4,0,1,0,1
Phishing479,0,0,1,0,1,13,4,4,0,1,0,1
Phishing480,0,0,1,0,1,13,4,4,0,1,0,1
Phishing481,0,0,1,0,1,13,4,4,0,1,0,1
Phishing482,1,0,0,0,1,2,1,4,0,0,0,1
Phishing483,0,0,1,0,1,12,5,4,0,1,0,1
Phishing484,0,0,1,0,1,13,4,4,0,1,0,1
Phishing485,1,0,1,1,1,5,2,6,0,1,0,1
Phishing486,0,0,0,0,1,5,1,2,0,1,0,1
Phishing487,1,0,1,0,1,2,4,4,0,0,0,1
Phishing488,1,0,1,0,1,11,4,4,0,1,0,1
Phishing489,0,0,1,0,1,13,4,4,0,1,0,1
Phishing490,0,0,0,0,1,1,1,2,0,1,0,1
Phishing491,0,0,0,0,1,6,4,4,1,1,2,1
Phishing492,0,0,0,0,1,3,2,3,0,1,0,1
Phishing493,1,0,1,0,1,13,4,23,0,1,0,1
Phishing494,0,0,0,0,1,1,0,0,0,1,0,1
Phishing495,0,0,1,0,1,1,3,3,0,1,0,1
Phishing496,1,0,0,0,1,1,2,3,0,1,0,1
Phishing497,1,0,1,0,1,1,3,6,0,1,0,1
Phishing498,0,0,0,0,1,12,3,4,0,1,0,1
Phishing499,0,0,1,0,1,13,4,4,0,1,0,1
Phishing500,1,0,0,0,1,1,2,3,0,1,0,1
Phishing501,0,0,0,0,1,1,0,0,0,1,0,1
Phishing502,0,0,0,0,1,3,4,6,0,1,0,1
Phishing503,0,0,1,0,1,12,5,4,0,1,0,1
Phishing504,0,0,1,0,1,1,2,5,0,0,0,1
Phishing505,0,0,0,0,1,2,1,2,0,0,0,1
Phishing506,0,0,1,0,1,1,3,4,0,1,0,1
Phishing507,0,0,0,0,1,19,4,3,0,1,0,1
Phishing508,0,0,0,0,0,0,1,2,0,0,0,1
Phishing509,1,0,1,0,1,3,2,6,0,1,0,1
Phishing510,0,0,0,0,1,1,1,2,0,0,0,1
Phishing511,0,0,0,0,1,1,1,2,0,0,0,1
Phishing512,0,0,0,0,1,1,1,2,0,0,0,1
Phishing513,0,0,0,0,1,1,1,2,0,0,0,1
Phishing514,0,0,0,0,1,1,1,2,0,0,0,1
Phishing515,1,0,0,0,1,1,2,3,0,0,0,1
Phishing516,0,0,0,0,1,1,1,2,0,0,0,1
Phishing517,0,0,0,0,0,0,1,3,0,0,0,1
Phishing518,0,0,0,0,0,0,1,3,0,0,0,1
Phishing519,0,0,0,0,1,1,1,2,0,0,0,1
Phishing520,0,0,0,0,1,1,1,2,0,0,0,1
Phishing521,0,0,0,0,1,1,1,2,0,0,0,1
Phishing522,0,0,0,0,1,1,1,2,0,0,0,1
Phishing523,0,0,0,0,1,1,1,2,0,0,0,1
Phishing524,1,0,0,0,1,3,2,6,0,1,0,1
Phishing525,0,0,0,0,1,1,1,2,0,0,0,1
Phishing526,1,0,1,0,1,3,2,3,0,1,0,1
Phishing527,1,0,0,0,1,1,2,3,0,0,0,1
Phishing528,1,0,0,0,1,1,2,3,0,0,0,1
Phishing529,1,0,0,0,1,1,2,3,0,0,0,1
Phishing530,1,0,0,0,1,1,2,3,0,0,0,1
Phishing531,0,0,1,0,1,5,5,4,1,1,0,1
Phishing532,1,0,0,0,1,1,2,3,0,0,0,1
Phishing533,1,0,1,0,1,13,4,23,0,1,0,1
Phishing534,0,0,0,0,1,5,2,2,0,1,0,1
Phishing535,1,0,0,0,1,1,2,3,0,0,0,1
Phishing536,1,0,0,0,1,1,2,3,0,0,0,1
Phishing537,1,0,1,0,1,3,2,5,0,0,0,1
Phishing538,0,0,0,0,1,6,2,5,0,0,0,1
Phishing539,0,0,0,0,1,1,1,2,0,0,0,1
Phishing540,0,0,0,0,1,8,1,3,0,1,0,1
Phishing541,0,0,0,0,1,1,1,3,0,1,0,1
Phishing542,1,0,0,1,1,1,2,3,0,1,0,1
Phishing543,0,0,0,0,1,1,1,2,0,0,0,1
Phishing544,1,0,0,0,1,1,2,3,0,0,0,1
Phishing545,1,0,1,0,1,1,3,7,0,1,0,1
Phishing546,0,0,0,0,1,1,0,0,0,0,0,1
Phishing547,0,0,0,0,1,1,1,3,0,1,0,1
Phishing548,0,0,0,0,1,6,2,5,0,0,0,1
Phishing549,0,0,0,0,1,1,1,3,0,1,0,1
Phishing550,0,0,0,0,1,1,1,3,0,1,0,1
Phishing551,0,0,0,0,1,1,1,2,0,0,0,1
Phishing552,0,0,0,0,1,1,0,0,0,1,0,1
Phishing553,1,0,1,0,1,1,3,6,0,0,0,1
Phishing554,0,0,0,0,1,1,1,2,0,0,0,1
Phishing555,0,0,0,0,1,1,1,2,0,0,0,1
Phishing556,1,0,0,1,1,1,4,3,0,1,0,1
Phishing557,1,0,0,0,1,1,2,3,0,0,0,1
Phishing558,0,0,1,0,1,4,3,5,0,1,0,1
Phishing559,0,0,0,0,1,1,1,2,0,0,0,1
Phishing560,0,0,0,0,1,1,1,2,0,0,0,1
Phishing561,0,0,0,0,1,1,1,2,0,0,0,1
Phishing562,1,0,1,0,1,3,3,3,0,1,0,1
Phishing563,0,0,0,0,1,1,1,2,0,0,0,1
Phishing564,1,0,0,1,1,1,2,7,0,1,0,1
Phishing565,1,0,0,0,1,1,2,3,0,0,0,1
Phishing566,0,0,0,0,1,1,1,2,0,0,0,1
Phishing567,0,0,0,0,1,3,1,3,0,1,0,1
Phishing568,1,0,1,0,1,4,2,15,0,0,0,1
Phishing569,0,0,1,0,1,6,5,3,0,1,0,1
Phishing570,0,0,0,0,1,1,1,2,0,0,0,1
Phishing571,0,0,0,0,1,1,1,2,0,0,0,1
Phishing572,0,0,0,0,1,1,1,2,0,0,0,1
Phishing573,0,0,0,0,1,1,2,6,0,0,0,1
Phishing574,0,0,0,0,1,1,1,2,0,0,0,1
Phishing575,0,0,0,0,1,1,1,2,0,0,0,1
Phishing576,0,0,0,0,1,1,1,2,0,0,0,1
Phishing577,0,0,0,0,1,1,1,2,0,0,0,1
Phishing578,0,0,0,0,1,1,1,2,0,0,0,1
Phishing579,0,0,0,0,1,1,1,2,0,0,0,1
Phishing580,0,0,1,0,1,1,2,4,0,0,0,1
Phishing581,0,0,0,0,1,1,1,2,0,0,0,1
Phishing582,0,0,0,1,1,1,4,3,0,1,0,1
Phishing583,0,0,0,0,1,1,1,2,0,0,0,1
Phishing584,1,0,1,0,1,1,3,4,0,1,0,1
Phishing585,0,0,0,0,1,1,1,2,0,0,0,1
Phishing586,1,0,1,0,1,2,2,7,0,1,0,1
Phishing587,0,0,0,0,1,1,1,2,0,0,0,1
Phishing588,0,0,1,0,1,1,2,4,0,0,0,1
Phishing589,1,0,1,0,1,2,3,5,0,1,0,1
Phishing590,1,0,0,0,1,1,2,3,0,1,0,1
Phishing591,0,0,1,0,1,2,2,3,0,1,0,1
Phishing592,0,0,0,0,1,3,2,3,0,1,0,1
Phishing593,0,0,1,0,1,2,2,3,0,1,0,1
Phishing594,0,0,0,0,1,1,1,3,0,1,0,1
Phishing595,0,0,0,0,1,1,1,3,0,1,0,1
Phishing596,0,0,0,0,1,1,1,3,0,1,0,1
Phishing597,0,0,0,0,1,1,1,3,0,1,0,1
Phishing598,0,0,0,0,1,1,1,3,0,1,0,1
Phishing599,1,0,0,0,1,11,3,3,1,1,0,1
Phishing600,0,0,1,0,1,2,2,3,0,1,0,1
Phishing601,0,0,0,0,1,2,0,0,0,1,0,1
Phishing602,0,0,0,1,1,1,4,3,0,1,0,1
Phishing603,0,0,1,0,1,2,2,2,0,0,0,1
Phishing604,1,0,0,0,1,1,2,3,0,1,0,1
Phishing605,0,0,0,0,1,3,1,2,0,1,0,1
Phishing606,0,0,1,0,1,2,2,3,0,1,0,1
Phishing607,0,0,1,0,1,2,2,3,0,1,0,1
Phishing608,0,0,0,1,1,1,6,4,1,1,0,1
Phishing609,1,0,1,1,1,5,2,7,0,1,0,1
Phishing610,1,0,1,1,1,5,2,7,0,1,0,1
Phishing611,1,0,1,0,1,2,3,4,0,1,0,1
Phishing612,0,0,0,0,0,0,1,4,0,0,0,1
Phishing613,0,0,1,0,1,2,2,3,0,1,0,1
Phishing614,0,0,1,0,1,2,2,3,0,1,0,1
Phishing615,1,0,1,0,1,1,3,7,0,1,0,1
Phishing616,0,0,1,0,1,1,3,4,0,1,0,1
Phishing617,0,0,1,0,1,2,2,2,0,0,0,1
Phishing618,0,0,1,0,1,12,4,3,1,1,0,1
Phishing619,1,0,1,0,1,1,3,6,0,0,0,1
Phishing620,0,0,1,0,1,2,3,3,0,0,0,1
Phishing621,0,0,0,0,1,1,0,0,0,0,0,1
Phishing622,0,0,1,0,1,2,2,3,0,1,0,1
Phishing623,1,0,1,0,1,2,2,4,0,0,0,1
Phishing624,1,0,0,0,1,1,2,5,0,1,0,1
Phishing625,0,0,0,0,1,19,4,3,0,1,0,1
Phishing626,0,0,1,0,1,1,2,3,0,1,0,1
Phishing627,0,0,0,0,1,1,0,0,0,0,0,1
Phishing628,0,0,0,0,1,1,0,0,0,0,0,1
Phishing629,0,0,0,1,1,1,2,4,0,1,0,1
Phishing630,0,0,0,0,1,3,4,4,0,1,0,1
Phishing631,0,0,1,0,1,1,1,2,0,0,0,1
Phishing632,0,0,1,0,1,2,2,4,0,0,0,1
Phishing633,1,0,0,0,0,0,1,6,0,0,0,1
Phishing634,0,0,1,0,1,1,1,2,0,0,0,1
Phishing635,0,0,0,0,1,3,4,4,0,1,0,1
Phishing636,0,0,0,0,1,1,1,3,0,1,0,1
Phishing637,0,0,0,0,1,1,1,2,0,0,0,1
Phishing638,0,0,0,0,1,1,0,0,0,0,0,1
Phishing639,0,0,0,0,1,1,1,3,0,1,0,1
Phishing640,0,0,0,0,1,1,1,3,0,1,0,1
Phishing641,0,0,0,0,1,1,1,3,0,1,0,1
Phishing642,0,0,0,0,1,1,1,3,0,1,0,1
Phishing643,0,0,0,0,1,1,1,3,0,1,0,1
Phishing644,0,0,0,0,1,1,1,3,0,1,0,1
Phishing645,0,0,0,0,1,1,1,3,0,1,0,1
Phishing646,0,0,0,0,1,1,1,3,0,1,0,1
Phishing647,0,0,0,0,1,4,3,4,0,1,0,1
Phishing648,1,0,0,0,1,0,2,5,0,0,0,1
Phishing649,0,0,0,0,1,3,3,3,0,1,0,1
Phishing650,1,0,0,0,1,0,2,6,0,0,0,1
Phishing651,1,0,1,0,1,2,2,4,0,1,0,1
Phishing652,0,0,0,1,1,19,6,4,0,1,0,1
Phishing653,0,0,0,0,1,17,4,3,0,1,0,1
Phishing654,0,0,0,0,1,4,2,3,0,1,0,1
Phishing655,1,0,0,0,1,1,1,3,0,0,0,1
Phishing656,0,0,0,0,1,1,2,3,0,1,0,1
Phishing657,0,0,1,0,1,2,3,3,0,1,0,1
Phishing658,0,0,0,0,0,0,5,3,0,0,0,1
Phishing659,0,0,1,0,1,4,2,4,0,0,0,1
Phishing660,0,0,1,0,1,2,2,3,0,1,0,1
Phishing661,0,0,0,0,1,2,1,7,0,0,0,1
Phishing662,1,0,0,0,1,2,3,6,0,1,0,1
Phishing663,0,0,0,0,1,5,1,2,0,1,0,1
Phishing664,1,0,1,0,1,2,2,5,0,1,0,1
Phishing665,0,0,0,1,1,1,3,3,0,1,0,1
Phishing666,0,0,0,1,1,19,6,5,0,1,0,1
Phishing667,1,0,0,0,1,1,2,6,0,1,0,1
Phishing668,0,0,1,0,1,1,3,4,0,1,0,1
Phishing669,1,0,0,0,1,1,1,6,0,1,0,1
Phishing670,0,0,0,0,1,3,3,3,0,1,0,1
Phishing671,0,0,1,0,1,2,3,5,0,1,0,1
Phishing672,0,0,0,1,1,1,3,3,0,1,0,1
Phishing673,1,0,1,0,1,1,2,6,0,1,0,1
Phishing674,0,0,0,1,1,1,2,2,0,0,0,1
Phishing675,0,0,1,0,1,2,3,4,0,1,0,1
Phishing676,0,0,0,0,1,1,1,2,0,1,0,1
Phishing677,0,0,1,0,1,1,1,2,0,0,0,1
Phishing678,0,0,1,0,1,1,1,2,0,0,0,1
Phishing679,0,0,1,0,1,1,1,2,0,0,0,1
Phishing680,0,0,0,0,1,1,2,4,0,1,0,1
Phishing681,0,0,0,1,1,19,5,5,0,1,0,1
Phishing682,1,0,0,0,1,1,1,3,0,0,0,1
Phishing683,1,0,0,1,1,1,3,9,0,1,0,1
Phishing684,0,0,1,0,1,2,3,5,0,1,0,1
Phishing685,1,0,0,1,1,7,4,4,1,1,0,1
Phishing686,0,0,0,0,1,1,2,2,0,1,0,1
Phishing687,1,0,0,1,1,1,3,6,0,1,0,1
Phishing688,1,0,0,0,1,1,1,7,0,0,0,1
Phishing689,0,0,1,0,1,1,3,4,0,0,0,1
Phishing690,0,0,1,0,1,4,4,3,0,1,0,1
Phishing691,0,0,0,0,1,1,2,2,0,1,0,1
Phishing692,1,0,0,0,1,4,4,4,1,1,0,1
Phishing693,0,0,0,0,1,1,1,3,0,1,0,1
Phishing694,0,0,1,0,1,1,3,3,0,1,0,1
Phishing695,0,0,1,0,1,1,2,4,0,1,0,1
Phishing696,1,0,1,0,1,1,2,4,0,1,0,1
Phishing697,0,0,0,1,1,19,5,3,0,1,0,1
Phishing698,0,0,0,0,1,6,2,3,0,1,0,1
Phishing699,0,0,0,0,1,6,2,3,0,1,0,1
Phishing700,1,0,0,0,1,2,5,7,1,1,0,1
Phishing701,0,0,1,0,1,3,3,6,0,1,0,1
Phishing702,0,0,1,0,1,2,4,3,0,1,0,1
Phishing703,1,0,0,0,1,2,5,7,1,1,0,1
Phishing704,1,0,1,0,1,1,2,4,0,1,0,1
Phishing705,0,0,0,1,1,1,2,3,0,1,0,1
Phishing706,0,0,0,1,1,1,2,3,0,1,0,1
Phishing707,1,0,0,0,1,1,3,5,0,1,0,1
Phishing708,1,0,0,0,1,1,3,5,0,1,0,1
Phishing709,0,0,1,0,1,5,2,4,1,1,0,1
Phishing710,0,0,0,0,1,1,1,2,0,0,0,1
Phishing711,0,0,0,0,1,6,2,3,0,1,0,1
Phishing712,0,0,1,0,1,22,3,3,1,1,0,1
Phishing713,0,0,0,1,1,1,2,3,0,1,0,1
Phishing714,0,0,0,0,1,1,1,2,0,1,0,1
Phishing715,0,0,0,1,1,1,2,3,0,1,0,1
Phishing716,0,0,1,1,1,3,3,4,0,0,0,1
Phishing717,1,0,0,0,1,3,2,4,0,1,0,1
Phishing718,1,0,1,0,1,10,3,3,0,1,0,1
Phishing719,0,0,0,0,1,1,2,3,0,1,0,1
Phishing720,1,0,1,0,1,2,3,4,0,0,0,1
Phishing721,0,0,1,0,1,2,2,4,0,0,0,1
Phishing722,0,0,1,0,1,1,2,2,0,0,0,1
Phishing723,0,0,0,1,1,1,2,3,0,1,0,1
Phishing724,0,0,0,0,1,1,1,2,0,0,0,1
Phishing725,0,0,0,1,1,1,2,3,0,1,0,1
Phishing726,0,0,1,0,1,1,2,4,0,1,0,1
Phishing727,0,0,1,0,1,1,2,4,0,1,0,1
Phishing728,0,0,0,1,1,1,2,3,0,1,0,1
Phishing729,0,0,0,1,1,1,2,2,0,1,0,1
Phishing730,0,0,1,0,1,2,3,3,0,1,0,1
Phishing731,0,0,1,0,1,2,3,3,0,1,0,1
Phishing732,0,0,0,1,1,1,2,3,0,1,0,1
Phishing733,0,0,0,0,1,1,2,2,0,1,0,1
Phishing734,0,0,1,0,1,2,3,3,0,1,0,1
Phishing735,0,0,1,0,1,1,2,2,0,1,0,1
Phishing736,0,0,0,1,1,1,2,2,0,1,0,1
Phishing737,0,0,1,0,1,1,2,5,0,1,0,1
Phishing738,0,0,1,0,1,1,3,5,1,1,1,1
Phishing739,0,0,1,0,1,2,5,4,0,1,0,1
Phishing740,0,0,0,1,1,1,2,3,0,1,0,1
Phishing741,0,0,1,0,1,1,2,4,0,1,0,1
Phishing742,1,0,0,1,1,7,4,4,1,1,0,1
Phishing743,0,0,0,0,1,4,3,5,0,1,0,1
Phishing744,0,0,0,0,1,3,1,1,0,0,0,1
Phishing745,1,0,0,0,1,1,2,3,0,1,0,1
Phishing746,0,0,1,0,1,1,2,2,0,0,0,1
Phishing747,0,0,1,0,1,1,2,2,0,0,0,1
Phishing748,0,0,1,0,1,2,5,4,0,1,0,1
Phishing749,0,0,0,0,1,3,1,1,0,0,0,1
Phishing750,1,0,1,0,1,1,2,4,0,1,0,1
Phishing751,0,0,1,0,1,1,2,4,0,1,0,1
Phishing752,0,0,1,0,1,4,2,3,0,1,0,1
Phishing753,1,0,0,0,1,1,2,3,0,1,0,1
Phishing754,0,0,0,1,1,4,2,4,0,1,0,1
Phishing755,0,0,0,1,1,4,2,4,0,1,0,1
Phishing756,1,0,0,1,1,1,2,3,0,1,0,1
Phishing757,0,0,1,0,1,1,1,2,0,0,0,1
Phishing758,0,0,1,0,1,2,5,4,0,1,0,1
Phishing759,1,0,1,0,1,1,3,5,0,1,0,1
Phishing760,0,0,1,0,1,1,1,2,0,0,0,1
Phishing761,0,0,1,0,1,1,2,3,0,1,0,1
Phishing762,0,0,1,0,1,2,2,4,0,0,0,1
Phishing763,0,0,0,0,1,1,1,4,0,0,0,1
Phishing764,1,0,0,0,1,1,2,3,0,1,0,1
Phishing765,0,0,1,0,1,2,5,4,0,1,0,1
Phishing766,0,0,1,0,1,2,5,4,0,1,0,1
Phishing767,1,0,0,1,1,1,2,3,0,1,0,1
Phishing768,1,0,1,0,1,7,3,3,0,1,0,1
Phishing769,1,0,1,0,1,7,3,3,0,1,0,1
Phishing770,0,0,1,0,1,1,2,2,0,0,0,1
Phishing771,0,0,0,0,1,2,1,2,0,0,0,1
Phishing772,0,0,0,1,1,4,3,4,0,1,0,1
Phishing773,1,0,0,0,0,0,1,4,0,0,0,1
Phishing774,0,0,0,1,1,4,2,4,0,1,0,1
Phishing775,0,0,0,0,1,1,4,6,0,1,0,1
Phishing776,1,0,1,0,1,2,3,4,0,1,0,1
Phishing777,0,0,0,0,1,1,3,5,0,1,0,1
Phishing778,1,0,1,0,1,2,3,4,0,1,0,1
Phishing779,1,0,1,1,1,4,3,3,0,0,0,1
Phishing780,0,0,0,1,1,1,2,3,0,1,0,1
Phishing781,0,0,0,0,1,6,1,2,0,1,0,1
Phishing782,0,0,0,1,1,1,2,3,0,1,0,1
Phishing783,0,0,0,0,1,5,1,2,0,1,0,1
Phishing784,0,0,1,0,1,2,4,3,0,1,0,1
Phishing785,0,0,0,0,1,2,1,2,0,0,0,1
Phishing786,0,0,1,0,1,9,6,6,0,1,0,1
Phishing787,0,0,0,1,1,4,2,4,0,1,0,1
Phishing788,0,0,0,0,1,0,2,2,0,0,0,1
Phishing789,0,0,0,1,1,4,2,4,0,1,0,1
Phishing790,1,0,0,1,1,1,2,3,0,1,0,1
Phishing791,0,0,1,0,1,14,4,3,0,1,0,1
Phishing792,1,0,1,0,1,1,7,6,1,1,0,1
Phishing793,0,0,0,1,1,4,2,3,0,1,0,1
Phishing794,0,0,0,1,1,1,2,3,0,1,0,1
Phishing795,0,0,0,1,1,1,2,3,0,1,0,1
Phishing796,0,0,0,0,1,19,4,3,0,1,0,1
Phishing797,0,0,0,0,1,1,5,6,1,1,0,1
Phishing798,1,0,1,0,1,6,3,4,0,1,0,1
Phishing799,0,0,1,0,1,4,3,3,0,1,0,1
Phishing800,0,0,0,0,1,3,4,6,0,1,0,1
Phishing801,0,0,0,0,1,6,1,2,0,1,0,1
Phishing802,0,0,1,0,1,1,2,3,0,1,0,1
Phishing803,0,0,0,0,1,2,1,3,0,1,0,1
Phishing804,0,0,0,0,1,4,1,2,0,1,0,1
Phishing805,0,0,1,0,1,2,2,3,0,0,0,1
Phishing806,1,0,1,0,1,2,4,10,0,1,0,1
Phishing807,0,0,0,0,1,1,3,3,0,1,0,1
Phishing808,0,0,0,0,1,1,1,3,0,0,0,1
Phishing809,0,0,1,0,1,3,2,3,0,1,0,1
Phishing810,0,0,1,0,1,3,2,3,0,1,0,1
Phishing811,0,0,1,0,1,3,2,6,0,1,0,1
Phishing812,1,0,0,0,1,3,2,4,0,1,0,1
Phishing813,1,0,0,1,1,7,4,4,1,1,0,1
Phishing814,0,0,1,0,1,1,1,2,0,0,0,1
Phishing815,0,0,0,0,1,11,4,7,1,1,0,1
Phishing816,1,0,1,0,1,5,3,7,0,1,0,1
Phishing817,0,0,0,0,1,10,4,6,0,1,0,1
Phishing818,0,0,1,0,1,2,2,3,0,0,0,1
Phishing819,0,0,1,0,1,9,2,3,0,1,0,1
Phishing820,1,0,1,0,1,1,2,3,0,0,0,1
Phishing821,0,0,1,1,1,5,3,4,0,1,0,1
Phishing822,0,0,0,1,1,3,4,6,0,1,0,1
Phishing823,0,0,0,0,1,2,1,2,0,0,0,1
Phishing824,0,0,0,0,1,2,1,2,0,0,0,1
Phishing825,0,0,0,0,1,1,1,1,0,1,0,1
Phishing826,1,0,1,0,1,1,2,8,0,0,0,1
Phishing827,1,0,0,0,1,1,5,4,0,1,0,1
Phishing828,1,0,0,1,1,7,5,4,1,1,0,1
Phishing829,0,0,0,0,1,4,1,3,0,1,0,1
Phishing830,0,0,1,0,1,16,3,4,0,1,0,1
Phishing831,0,0,0,0,1,4,1,3,0,1,0,1
Phishing832,0,0,0,0,1,3,1,3,0,1,0,1
Phishing833,0,0,0,0,1,3,1,3,0,1,0,1
Phishing834,0,0,0,1,1,3,4,3,0,1,0,1
Phishing835,0,0,0,0,1,1,1,3,0,0,0,1
Phishing836,0,0,1,0,1,5,1,3,0,1,0,1
Phishing837,1,0,0,0,1,1,5,4,0,1,0,1
Phishing838,0,0,0,0,1,2,4,3,0,1,2,1
Phishing839,0,0,0,1,1,2,4,3,0,1,0,1
Phishing840,1,0,1,0,1,1,3,5,0,1,0,1
Phishing841,1,0,0,0,1,1,5,5,0,1,0,1
Phishing842,0,0,0,0,1,19,5,3,0,1,0,1
Phishing843,0,0,1,0,1,1,1,2,0,0,0,1
Phishing844,0,0,0,0,1,3,4,5,0,1,0,1
Phishing845,1,0,0,0,1,6,3,5,0,1,0,1
Phishing846,0,0,1,0,1,2,2,3,0,1,0,1
Phishing847,1,0,0,0,1,3,3,5,0,1,0,1
Phishing848,0,0,0,0,1,2,1,4,0,1,0,1
Phishing849,0,0,0,0,1,2,1,4,0,1,0,1
Phishing850,1,0,0,0,1,1,2,5,0,1,0,1
Phishing851,0,0,1,0,1,3,2,3,0,1,0,1
Phishing852,0,0,1,0,1,3,3,3,0,1,0,1
Phishing853,0,0,1,0,1,8,4,3,0,1,0,1
Phishing854,0,0,0,0,1,8,3,8,0,1,0,1
Phishing855,1,0,1,0,1,5,3,7,0,1,0,1
Phishing856,0,0,0,0,1,1,1,3,0,1,0,1
Phishing857,1,0,1,0,1,2,3,4,0,0,0,1
Phishing858,0,0,0,0,1,2,1,2,0,0,0,1
Phishing859,0,0,1,0,1,5,2,3,0,0,0,1
Phishing860,0,0,1,0,1,8,4,3,0,1,0,1
Phishing861,1,0,0,0,1,6,3,5,0,1,0,1
Phishing862,0,0,1,0,1,16,3,4,0,1,0,1
Phishing863,0,0,0,0,1,1,1,2,0,0,0,1
Phishing864,0,0,0,1,1,2,5,5,0,1,0,1
Phishing865,0,0,1,0,1,5,3,3,0,1,0,1
Phishing866,1,0,0,0,1,1,5,5,0,1,0,1
Phishing867,1,0,1,0,1,1,3,5,0,1,0,1
Phishing868,0,0,1,0,1,4,4,4,0,1,0,1
Phishing869,0,0,0,0,1,1,6,3,0,1,0,1
Phishing870,1,0,0,0,1,2,2,6,0,1,0,1
Phishing871,1,0,1,0,1,2,2,3,0,1,0,1
Phishing872,0,0,0,1,1,19,6,5,0,1,0,1
Phishing873,1,0,1,1,1,5,3,4,0,1,0,1
Phishing874,0,0,0,0,1,4,1,3,0,1,0,1
Phishing875,1,0,1,0,1,1,3,4,0,1,0,1
Phishing876,0,0,1,0,1,2,2,2,0,1,0,1
Phishing877,1,0,0,0,1,1,2,3,0,1,0,1
Phishing878,1,0,0,0,1,1,5,5,0,1,0,1
Phishing879,0,0,0,0,1,16,5,20,1,1,0,1
Phishing880,0,0,1,0,1,2,2,3,0,1,0,1
Phishing881,1,0,1,0,1,12,3,4,0,1,0,1
Phishing882,1,0,1,0,1,12,3,4,0,1,0,1
Phishing883,0,0,1,0,1,2,2,5,0,1,0,1
Phishing884,0,0,0,0,1,1,0,0,0,0,0,1
Phishing885,0,0,1,0,1,1,1,3,0,1,0,1
Phishing886,1,0,1,0,1,12,3,4,0,1,0,1
Phishing887,1,0,0,1,1,1,4,5,0,1,0,1
Phishing888,0,0,0,0,1,8,3,5,0,1,0,1
Phishing889,0,0,1,1,1,5,5,6,1,1,0,1
Phishing890,0,0,1,1,1,5,5,6,1,1,0,1
Phishing891,1,0,1,0,1,2,2,6,0,1,0,1
Phishing892,1,0,0,0,1,0,3,6,0,0,0,1
Phishing893,1,0,1,0,1,12,3,4,0,1,0,1
Phishing894,1,0,1,0,1,5,6,3,0,1,0,1
Phishing895,0,0,1,0,1,2,2,3,0,1,0,1
Phishing896,0,0,0,0,1,1,6,5,0,1,0,1
Phishing897,0,0,1,0,1,1,3,4,0,1,0,1
Phishing898,1,0,0,0,1,6,3,5,0,1,0,1
Phishing899,1,0,1,0,1,3,2,4,0,1,0,1
Phishing900,1,0,1,0,1,3,3,6,0,1,0,1
Phishing901,1,0,0,0,1,2,4,4,0,1,0,1
Phishing902,1,0,1,0,1,3,3,6,0,1,0,1
Phishing903,0,0,1,0,1,8,4,3,0,1,0,1
Phishing904,0,0,1,0,1,2,3,4,0,1,0,1
Phishing905,1,0,1,0,1,3,3,6,0,1,0,1
Phishing906,1,0,1,1,1,5,3,7,0,1,0,1
Phishing907,0,0,0,0,0,0,1,5,0,0,0,1
Phishing908,0,0,1,0,1,1,3,2,0,1,0,1
Phishing909,0,0,1,0,1,5,5,3,0,1,0,1
Phishing910,0,0,0,0,1,2,2,6,0,1,0,1
Phishing911,0,0,0,0,1,8,2,3,0,1,0,1
Phishing912,0,0,1,0,1,3,2,5,0,1,0,1
Phishing913,1,0,1,0,1,2,2,5,0,1,0,1
Phishing914,1,0,0,1,1,1,4,5,0,1,0,1
Phishing915,0,0,1,0,1,5,2,3,0,1,0,1
Phishing916,1,0,1,0,1,2,3,5,0,1,0,1
Phishing917,0,0,1,1,1,5,3,4,0,1,0,1
Phishing918,0,0,0,0,0,0,1,2,0,0,0,1
Phishing919,0,0,0,0,1,2,1,2,0,0,0,1
Phishing920,0,0,1,0,1,1,3,4,0,1,0,1
Phishing921,0,0,1,0,1,1,1,3,0,0,0,1
Phishing922,0,0,1,0,1,1,1,3,0,1,0,1
Phishing923,1,0,1,0,1,5,3,4,0,1,0,1
Phishing924,1,0,1,0,1,1,3,4,0,1,0,1
Phishing925,0,0,1,0,1,2,2,2,0,1,0,1
